file	line	code	details
src/test/java/net/openhft/chronicle/core/JvmTest.java	264	MMMissingComparisonValues	Comparison ">" uses operands threshold and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. threshold + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/JvmTest.java	270	MMMissingComparisonValues	Comparison ">=" uses operands majorVersion and 8 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. majorVersion + " >= " + 8 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/JvmTest.java	287	MMMissingComparisonValues	Comparison ">" uses operands processId and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. processId + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/JvmTest.java	298	MMMissingStringSearchValue	String search contains() on method() with "Class1.method1" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "Class1.method1". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/JvmTest.java	299	MMMissingStringSearchValue	String search contains() on method() with "Class2.method2" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "Class2.method2". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/JvmTest.java	305	MMMissingComparisonValues	Comparison ">=" uses operands memory and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. memory + " >= " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/MathsTest.java	43	MMMissingSubject	Message "should execute expected number of rounding iterations with 1 decimal place precision" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/MathsTest.java	54	MMMissingSubject	Message "should execute expected number of rounding iterations with 2 decimal place precision" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/MathsTest.java	65	MMMissingSubject	Message "should execute expected number of rounding iterations with 3 decimal place precision" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/MathsTest.java	76	MMMissingSubject	Message "should execute expected number of rounding iterations with 4 decimal place precision" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/MathsTest.java	87	MMMissingSubject	Message "should execute expected number of rounding iterations with 5 decimal place precision" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/MathsTest.java	98	MMMissingSubject	Message "should execute expected number of rounding iterations with 6 decimal place precision" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/MathsTest.java	109	MMMissingSubject	Message "should execute expected number of rounding iterations with 7 decimal place precision" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/MathsTest.java	120	MMMissingSubject	Message "should execute expected number of rounding iterations with 8 decimal place precision" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/MathsTest.java	337	MMTooShort	Message "Long running" too short. Why: words/placeholders=2 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/MockerFacadeTest.java	25	MMMissingStringSearchValue	String search contains() on method() with "sample-run" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "sample-run". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/MockerFacadeTest.java	26	MMMissingStringSearchValue	String search contains() on method() with "value" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "value". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/MockerFacadeTest.java	42	MMMissingStringSearchValue	String search contains() on logged with "ps-run" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. logged + " should contain " + "ps-run". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/MockerFacadeTest.java	43	MMMissingStringSearchValue	String search contains() on logged with "data" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. logged + " should contain " + "data". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/OSAdditionalTest.java	90	MMMissingComparisonValues	Comparison ">=" uses operands afterMap and expr but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. afterMap + " >= " + expr + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageAlignmentTest.java	18	MMMissingComparisonValues	Comparison ">=" uses operands aligned and base but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. aligned + " >= " + base + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageAlignmentTest.java	30	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/OSPageCacheTest.java	18	MMMissingComparisonValues	Comparison ">" uses operands first and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. first + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageCacheTest.java	23	MMMissingComparisonValues	Comparison ">" uses operands second and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. second + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageCacheTest.java	26	MMMissingComparisonValues	Comparison ">" uses operands align1 and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. align1 + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageCacheTest.java	31	MMMissingComparisonValues	Comparison ">" uses operands align2 and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. align2 + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPathUtilsTest.java	18	MMMissingComparisonValues	Comparison ">=" uses operands def and ps but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. def + " >= " + ps + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPathUtilsTest.java	24	MMMissingStringSearchValue	String search endsWith() on method() with "file.txt" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "file.txt". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/OSTest.java	69	MMMissingSubject	Message "should return last valid file when earlier options are not found" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/OSTest.java	102	MMMissingComparisonValues	Comparison ">" uses operands processId and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. processId + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSTest.java	198	MMTooFewMeaningfulWords	Message "getHostName() should return non-null value" has too few meaningful words. Why: meaningful words/placeholders=1 min=2. Fix: add at least two non-filler words or placeholders. Ref: assertion-messages.adoc#MMTooFewMeaningfulWords
src/test/java/net/openhft/chronicle/core/OSTest.java	213	MMRedundantMethodName	Message "getIPAddress() should return non-null value" depends on method name "getIPAddress". Why: only filler words remain: should, return, non, null, value. Fix: add 2+ meaningful words that survive without the name. Ref: assertion-messages.adoc#MMRedundantMethodName
src/test/java/net/openhft/chronicle/core/OSTest.java	301	MMMissingSubject	Message "should return user.name system property" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/OSTest.java	308	MMMissingSubject	Message "should round up arbitrary size to system page boundary" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/OSTest.java	315	MMMissingSubject	Message "should round up arbitrary offset to OS page boundary" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/OSTest.java	323	MMMissingComparisonValues	Comparison ">" uses operands processId and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. processId + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSTest.java	330	MMMissingComparisonValues	Comparison ">" uses operands pidMax and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. pidMax + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSTest.java	337	MMMissingSubject	Message "should return user.dir system property" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/StackTraceTest.java	57	MMTooFewMeaningfulWords	Message "forThread(null) should return null" has too few meaningful words. Why: meaningful words/placeholders=1 min=2. Fix: add at least two non-filler words or placeholders. Ref: assertion-messages.adoc#MMTooFewMeaningfulWords
src/test/java/net/openhft/chronicle/core/StackTraceTest.java	109	MMMissingStringSearchValue	String search endsWith() on msg with "Z" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. msg + " should contain " + "Z". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/UnsafeMemory2Test.java	121	MMDuplicate	Duplicate message "range start  length  should be 7 bit". Why: first used at line 88. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/UnsafeMemory2Test.java	153	MMDuplicate	Duplicate message "empty memory range should be considered 7-bit clean". Why: first used at line 130. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/UnsafeMemory2Test.java	155	MMDuplicate	Duplicate message "range start  length  should be 7 bit". Why: first used at line 88. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/analytics/AnalyticsFacadeTest.java	46	MMMissingSubject	Message "should return same instance (reference equality)" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/analytics/AnalyticsFallbackTest.java	31	MMMissingComparisonValues	Comparison ">=" uses operands v and 1 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. v + " >= " + 1 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/cleaner/CleanerServiceLoaderErrorTest.java	57	MMMissingStringSearchValue	String search contains() on method() with "internal.cleaner" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "internal.cleaner". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/cleaner/CleanerServiceLocatorTest.java	74	MMMissingStringSearchValue	String search contains() on method() with "internal.cleaner" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "internal.cleaner". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/cleaner/impl/jdk9/Jdk9ByteBufferCleanerServiceTest.java	21	MMRedundantMethodName	Message "shouldCleanBuffer: reservedMemory before=, after=" depends on method name "shouldCleanBuffer". Why: only 1 meaningful word(s): reservedMemory (filler: before, after). Fix: add 2+ meaningful words that survive without the name. Ref: assertion-messages.adoc#MMRedundantMethodName
src/test/java/net/openhft/chronicle/core/cleaner/impl/reflect/ReflectionBasedByteBufferCleanerServiceTest.java	17	MMRedundantMethodName	Message "shouldCleanBuffer: reservedMemory before=, after=" depends on method name "shouldCleanBuffer". Why: only 1 meaningful word(s): reservedMemory (filler: before, after). Fix: add 2+ meaningful words that survive without the name. Ref: assertion-messages.adoc#MMRedundantMethodName
src/test/java/net/openhft/chronicle/core/internal/ClassUtilSetAccessibleTest.java	21	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/internal/CloseableUtilsAssertTest.java	28	MMMissingComparisonValues	Comparison ">=" uses operands length and 1 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. length + " >= " + 1 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/internal/CloseableUtilsEdgeTest.java	55	MMTooShort	Message "boom" too short. Why: words/placeholders=1 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/internal/CloseableUtilsTest.java	56	MMMissingStringSearchValue	String search contains() on method() with mockCloseable but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + mockCloseable. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/internal/CloseableUtilsTest.java	106	MMTooShort	Message "closed check passes" too short. Why: words/placeholders=3 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/internal/CloseableUtilsTest.java	124	MMMissingStringSearchValue	String search contains() on method() with mockCloseable but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + mockCloseable. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/internal/CloseableUtilsTest.java	134	MMMissingStringSearchValue	String search contains() on method() with anonCloseable but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + anonCloseable. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/internal/CpuClassTest.java	39	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/internal/analytics/ReflectionProxyTest.java	18	MMMissingSubject	Message "should return same instance (reference equality)" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/internal/analytics/StandardMapsTest.java	130	MMMissingComparisonValues	Comparison "<=" uses operands method() and 3 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " <= " + 3 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/internal/analytics/StandardMapsTest.java	144	MMTooShort	Message "unqualified name unchanged" too short. Why: words/placeholders=3 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/internal/analytics/StandardMapsTest.java	150	MMTooShort	Message "runtime key present" too short. Why: words/placeholders=3 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/internal/analytics/StandardMapsTest.java	151	MMTooShort	Message "runtime name set" too short. Why: words/placeholders=3 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/internal/cleaner/ByteBufferCleanerServiceTest.java	37	MMDuplicate	Duplicate message "buffer should remain direct after clean". Why: first used at line 26. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/BackgroundResourceReleaserTest.java	97	MMMissingSubject	Message "should be closed on background resource releaser thread when using background cleanup" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/BackgroundResourceReleaserTest.java	105	MMMissingSubject	Message "should not be closed on background resource releaser thread when using foreground cleanup" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/CleaningRandomAccessFileTest.java	39	MMTooShort	Message "j: " too short. Why: words/placeholders=2 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/io/CleaningRandomAccessFileTest.java	72	MMMissingSubject	Message "should read back 'test' string written to file" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/IORuntimeExceptionTest.java	34	MMDuplicate	Duplicate message "exception message should match the provided message". Why: first used at line 17. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/IORuntimeExceptionTest.java	35	MMDuplicate	Duplicate message "exception cause should match the provided throwable". Why: first used at line 25. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/IORuntimeExceptionTest.java	47	MMTooShort	Message "closed cause preserved" too short. Why: words/placeholders=3 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/io/IORuntimeExceptionTest.java	50	MMTooShort	Message "other cause preserved" too short. Why: words/placeholders=3 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/io/IOToolsTempDirectoryTest.java	44	MMMissingStringSearchValue	String search contains() on method() with "temp-test" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "temp-test". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTempDirectoryTest.java	45	MMMissingStringSearchValue	String search contains() on method() with "temp-test" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "temp-test". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTempDirectoryTest.java	46	MMMissingStringSearchValue	String search startsWith() on method() with base but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + base. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTempDirectoryTest.java	47	MMMissingStringSearchValue	String search startsWith() on method() with base but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + base. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTempDirectoryTest.java	60	MMMissingStringSearchValue	String search contains() on method() with "temp-file" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "temp-file". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTempDirectoryTest.java	61	MMMissingStringSearchValue	String search startsWith() on method() with base but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + base. Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	62	MMMissingStringSearchValue	String search startsWith() on tempFilename with "test" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. tempFilename + " should contain " + "test". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	63	MMMissingStringSearchValue	String search endsWith() on tempFilename with ".txt" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. tempFilename + " should contain " + ".txt". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	184	MMTooShort	Message "Still exists" too short. Why: words/placeholders=2 min=4. Fix: add subject + expected behaviour. Ref: assertion-messages.adoc#MMTooShort
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	191	MMMissingSubject	Message "should throw IOException when creating directory via broken symbolic link" starts with modal verb without subject. Why: reader cannot tell what is being tested. Fix: add subject before modal verb, e.g. "method should return X" instead of "should return X". Ref: assertion-messages.adoc#MMMissingSubject
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	194	MMMissingStringSearchValue	String search startsWith() on method() with "Symbolic link from " but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "Symbolic link from ". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	195	MMMissingStringSearchValue	String search endsWith() on method() with "nowhere is broken" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "nowhere is broken". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	214	MMDuplicate	Duplicate message "exception should be IOException not subclass". Why: first used at line 193. Fix: describe the specific invariant at this site. Ref: assertion-messages.adoc#MMDuplicate
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	215	MMMissingStringSearchValue	String search startsWith() on method() with "Cannot write to " but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "Cannot write to ". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/io/IOToolsTest.java	234	MMTooFewMeaningfulWords	Message "new file should be created successfully" has too few meaningful words. Why: meaningful words/placeholders=1 min=2. Fix: add at least two non-filler words or placeholders. Ref: assertion-messages.adoc#MMTooFewMeaningfulWords
