file	line	code	details
src/test/java/net/openhft/chronicle/core/OSAdditionalTest.java	90	MMMissingComparisonValues	Comparison ">=" uses operands afterMap and expr but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. afterMap + " >= " + expr + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageAlignmentTest.java	18	MMMissingComparisonValues	Comparison ">=" uses operands aligned and base but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. aligned + " >= " + base + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageAlignmentTest.java	30	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/OSPageCacheTest.java	18	MMMissingComparisonValues	Comparison ">" uses operands first and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. first + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageCacheTest.java	23	MMMissingComparisonValues	Comparison ">" uses operands second and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. second + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageCacheTest.java	26	MMMissingComparisonValues	Comparison ">" uses operands align1 and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. align1 + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPageCacheTest.java	31	MMMissingComparisonValues	Comparison ">" uses operands align2 and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. align2 + " > " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPathUtilsTest.java	18	MMMissingComparisonValues	Comparison ">=" uses operands def and ps but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. def + " >= " + ps + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/OSPathUtilsTest.java	24	MMMissingStringSearchValue	String search endsWith() on method() with "file.txt" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. method() + " should contain " + "file.txt". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/shutdown/HookletTest.java	57	MMMissingComparisonValues	Comparison "<" uses operands method() and 0 but message is constant. Why: when assertion fails, you won't see the actual values. Fix: include operand values in message, e.g. method() + " < " + 0 + " because...". Ref: assertion-messages.adoc#MMMissingComparisonValues
src/test/java/net/openhft/chronicle/core/shutdown/HookletTest.java	73	MMContextless	Contextless message "operation result should equal expected value". Fix: state what is compared and why it matters. Ref: assertion-messages.adoc#MMContextless
src/test/java/net/openhft/chronicle/core/shutdown/HookletTest.java	81	MMMissingStringSearchValue	String search startsWith() on toStringResult with "Hooklet{ priority: 10, identity: " but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. toStringResult + " should contain " + "Hooklet{ priority: 10, identity: ". Ref: assertion-messages.adoc#MMMissingStringSearchValue
src/test/java/net/openhft/chronicle/core/shutdown/HookletTest.java	82	MMMissingStringSearchValue	String search contains() on toStringResult with "HookletTest" but message is constant. Why: when assertion fails, you won't see the actual string. Fix: include the string value in message, e.g. toStringResult + " should contain " + "HookletTest". Ref: assertion-messages.adoc#MMMissingStringSearchValue
